point_id;point_type_id;station_abbr;postal_code;point_name;point_type_de;point_type_fr;point_type_it;point_type_en;point_height_masl;point_coordinates_lv95_east;point_coordinates_lv95_north;point_coordinates_wgs84_lat;point_coordinates_wgs84_lon
1;1;ARO;;Arosa;Station;Station;Stazione;Station;1878.0;2771031.0;1184830.0;46.792661;9.679014
2;1;RAG;;Bad Ragaz;Station;Station;Stazione;Station;497.0;2756911.0;1209351.0;47.016631;9.502594
3;1;HAI;;Salen-Reutenen;Station;Station;Stazione;Station;719.0;2719100.0;1279047.0;47.651242;9.023911
4;1;HLL;;Hallau;Station;Station;Stazione;Station;419.0;2677457.0;1283472.0;47.697278;8.470464
6;1;DEM;;Delémont;Station;Station;Stazione;Station;439.0;2593270.0;1244543.0;47.351706;7.349567
7;1;EBK;;Ebnat-Kappel;Station;Station;Stazione;Station;623.0;2726348.0;1237176.0;47.273389;9.108494
8;1;ELM;;Elm;Station;Station;Stazione;Station;958.0;2732266.0;1198424.0;46.923742;9.175347
9;1;EIN;;Einsiedeln;Station;Station;Stazione;Station;911.0;2699984.0;1221068.0;47.133042;8.756556
10;1;ANT;;Andermatt;Station;Station;Stazione;Station;1435.0;2687445.0;1165044.0;46.630914;8.580553
11;1;MER;;Meiringen;Station;Station;Stazione;Station;589.0;2655844.0;1175930.0;46.732222;8.169247
13;1;CHD;;Château-d'Oex;Station;Station;Stazione;Station;1028.0;2577040.0;1147655.0;46.479819;7.139656
14;1;GRA;;Fribourg / Grangeneuve;Station;Station;Stazione;Station;651.0;2575184.0;1180076.0;46.7714;7.113736
15;1;CHM;;Chaumont;Station;Station;Stazione;Station;1136.0;2565060.0;1211007.0;47.049169;6.978825
17;1;LAG;;Langnau i.E.;Station;Station;Stazione;Station;744.0;2628004.0;1198793.0;46.939633;7.806425
18;1;KOP;;Koppigen;Station;Station;Stazione;Station;485.0;2612663.0;1218665.0;47.11885;7.605503
19;1;GRC;;Grächen;Station;Station;Stazione;Station;1605.0;2630738.0;1116062.0;46.195314;7.836822
20;1;BLA;;Blatten, Lötschental;Station;Station;Stazione;Station;1548.0;2629776.0;1141283.0;46.422231;7.825969
22;1;GRO;;Grono;Station;Station;Stazione;Station;324.0;2733018.0;1124089.0;46.255075;9.163758
23;1;BEH;;Passo del Bernina;Station;Station;Stazione;Station;2260.0;2798423.0;1143020.0;46.409158;10.019567
24;1;SIA;;Segl-Maria;Station;Station;Stazione;Station;1804.0;2778576.0;1144976.0;46.432331;9.762325
25;1;SMM;;Sta. Maria, Val Müstair;Station;Station;Stazione;Station;1386.0;2828862.0;1165580.0;46.602256;10.426314
26;1;DAV;;Davos;Station;Station;Stazione;Station;1594.0;2783519.0;1187459.0;46.812969;9.843558
27;1;CHU;;Chur;Station;Station;Stazione;Station;556.0;2759485.0;1193176.0;46.870572;9.530761
28;1;ROB;;Poschiavo / Robbia;Station;Station;Stazione;Station;1078.0;2801994.0;1136249.0;46.347217;10.063031
29;1;SAM;;Samedan;Station;Station;Stazione;Station;1709.0;2787251.0;1155685.0;46.526247;9.879469
30;1;SCU;;Scuol;Station;Station;Stazione;Station;1304.0;2817139.0;1186393.0;46.793275;10.283267
31;1;DOL;;La Dôle;Station;Station;Stazione;Station;1670.0;2497059.0;1142373.0;46.424794;6.099453
32;1;PAY;;Payerne;Station;Station;Stazione;Station;490.0;2562131.0;1184612.0;46.811581;6.942469
33;1;JUN;;Jungfraujoch;Station;Station;Stazione;Station;3571.0;2641939.0;1155287.0;46.547556;7.985444
34;1;WYN;;Wynau;Station;Station;Stazione;Station;422.0;2626405.0;1233849.0;47.255025;7.787475
35;1;SAE;;Säntis;Station;Station;Stazione;Station;2501.0;2744188.0;1234920.0;47.249447;9.343469
36;1;VAD;;Vaduz;Station;Station;Stazione;Station;457.0;2757724.0;1221699.0;47.127472;9.517578
37;1;AIG;;Aigle;Station;Station;Stazione;Station;381.0;2560404.0;1130713.0;46.326647;6.924472
38;1;MLS;;Le Moléson;Station;Station;Stazione;Station;1974.0;2567718.0;1155077.0;46.546197;7.017753
39;1;FAH;;Fahy;Station;Station;Stazione;Station;596.0;2562465.0;1252676.0;47.423814;6.941194
40;1;MVE;;Montana;Station;Station;Stazione;Station;1423.0;2601709.0;1127489.0;46.298806;7.460814
41;1;ZER;;Zermatt;Station;Station;Stazione;Station;1638.0;2624298.0;1097574.0;46.029272;7.752433
42;1;CHA;;Chasseral;Station;Station;Stazione;Station;1594.0;2570845.0;1220158.0;47.131761;7.054367
43;1;PIL;;Pilatus;Station;Station;Stazione;Station;2105.0;2661905.0;1203410.0;46.978869;8.252256
44;1;ALT;;Altdorf;Station;Station;Stazione;Station;438.0;2690181.0;1193564.0;46.887069;8.621894
45;1;ULR;;Ulrichen;Station;Station;Stazione;Station;1346.0;2666748.0;1150767.0;46.504881;8.308236
46;1;PIO;;Piotta;Station;Station;Stazione;Station;990.0;2695881.0;1152264.0;46.514811;8.688039
47;1;LUG;;Lugano;Station;Station;Stazione;Station;273.0;2717874.0;1095883.0;46.004217;8.960322
48;1;NAP;;Napf;Station;Station;Stazione;Station;1404.0;2638137.0;1206079.0;47.004667;7.940117
49;1;SIO;;Sion;Station;Station;Stazione;Station;482.0;2591633.0;1118584.0;46.21865;7.330203
50;1;MAG;;Magadino / Cadenazzo;Station;Station;Stazione;Station;203.0;2715480.0;1113161.0;46.160025;8.933672
51;1;NEU;;Neuchâtel;Station;Station;Stazione;Station;485.0;2563087.0;1205560.0;47.000067;6.953297
52;1;SBO;;Stabio;Station;Station;Stazione;Station;351.0;2716049.0;1077972.0;45.843444;8.932364
53;1;INT;;Interlaken;Station;Station;Stazione;Station;578.0;2633043.0;1169070.0;46.672033;7.87045
54;1;DIS;;Disentis;Station;Station;Stazione;Station;1197.0;2708191.0;1173793.0;46.706569;8.853478
56;1;STG;;St. Gallen;Station;Station;Stazione;Station;776.0;2747866.0;1254588.0;47.425475;9.398528
57;1;GLA;;Glarus;Station;Station;Stazione;Station;517.0;2723757.0;1210567.0;47.034586;9.066961
58;1;GVE;;Genève / Cointrin;Station;Station;Stazione;Station;411.0;2498904.0;1122632.0;46.247519;6.127742
59;1;KLO;;Zürich / Kloten;Station;Station;Stazione;Station;426.0;2682711.0;1259339.0;47.479611;8.535961
60;1;GUE;;Gütsch, Andermatt;Station;Station;Stazione;Station;2286.0;2690087.0;1167480.0;46.652475;8.615531
61;1;PUY;;Pully;Station;Station;Stazione;Station;456.0;2540819.0;1151511.0;46.512283;6.667517
62;1;GSB;;Col du Grand St-Bernard;Station;Station;Stazione;Station;2472.0;2579191.0;1079754.0;45.869092;7.170683
63;1;ABO;;Adelboden;Station;Station;Stazione;Station;1321.0;2609372.0;1148939.0;46.491703;7.560703
64;1;VIS;;Visp;Station;Station;Stazione;Station;639.0;2631151.0;1128024.0;46.3029;7.842958
65;1;CDF;;La Chaux-de-Fonds;Station;Station;Stazione;Station;1017.0;2550919.0;1214862.0;47.082947;6.792314
66;1;RUE;;Rünenberg;Station;Station;Stazione;Station;611.0;2633253.0;1253846.0;47.434572;7.879414
67;1;BUS;;Buchs / Aarau;Station;Station;Stazione;Station;387.0;2648396.0;1248370.0;47.384381;8.07955
68;1;LUZ;;Luzern;Station;Station;Stazione;Station;454.0;2665545.0;1209850.0;47.036439;8.301022
69;1;ENG;;Engelberg;Station;Station;Stazione;Station;1036.0;2674162.0;1186069.0;46.821639;8.410514
70;1;SHA;;Schaffhausen;Station;Station;Stazione;Station;438.0;2688704.0;1282803.0;47.689842;8.620142
71;1;SMA;;Zürich / Fluntern;Station;Station;Stazione;Station;556.0;2685118.0;1248066.0;47.377925;8.565742
72;1;SBE;;S. Bernardino;Station;Station;Stazione;Station;1639.0;2734116.0;1147294.0;46.463542;9.1847
73;1;WFJ;;Weissfluhjoch;Station;Station;Stazione;Station;2691.0;2780616.0;1189634.0;46.833325;9.806394
74;1;COV;;Piz Corvatsch;Station;Station;Stazione;Station;3294.0;2783156.0;1143524.0;46.418039;9.821308
75;1;BAS;;Basel / Binningen;Station;Station;Stazione;Station;316.0;2610909.0;1265612.0;47.541142;7.583525
76;1;CGI;;Nyon / Changins;Station;Station;Stazione;Station;458.0;2506878.0;1139574.0;46.401053;6.227722
77;1;FRE;;Bullet / La Frétaz;Station;Station;Stazione;Station;1205.0;2534225.0;1188082.0;46.840622;6.576369
78;1;BER;;Bern / Zollikofen;Station;Station;Stazione;Station;553.0;2601934.0;1204410.0;46.990744;7.464061
79;1;GUT;;Güttingen;Station;Station;Stazione;Station;440.0;2738423.0;1273962.0;47.601733;9.279428
80;1;GOE;;Gösgen;Station;Station;Stazione;Station;380.0;2640422.0;1245949.0;47.363147;7.973733
81;1;WAE;;Wädenswil;Station;Station;Stazione;Station;485.0;2693848.0;1230744.0;47.220958;8.677706
82;1;TAE;;Aadorf / Tänikon;Station;Station;Stazione;Station;539.0;2710518.0;1259824.0;47.479892;8.904928
83;1;REH;;Zürich / Affoltern;Station;Station;Stazione;Station;444.0;2681433.0;1253548.0;47.427694;8.517953
84;1;OTL;;Locarno / Monti;Station;Station;Stazione;Station;367.0;2704167.0;1114316.0;46.172256;8.787494
85;1;BEZ;;Beznau;Station;Station;Stazione;Station;326.0;2659813.0;1267696.0;47.557256;8.233325
86;1;MUB;;Mühleberg;Station;Station;Stazione;Station;480.0;2587793.0;1202480.0;46.973278;7.278217
87;1;CIM;;Cimetta;Station;Station;Stazione;Station;1661.0;2704434.0;1117457.0;46.200467;8.79165
88;1;EVO;;Evolène / Villa;Station;Station;Stazione;Station;1825.0;2605412.0;1106748.0;46.112211;7.508631
89;1;LEI;;Leibstadt;Station;Station;Stazione;Station;341.0;2656375.0;1272122.0;47.597361;8.1882
91;1;GRH;;Grimsel Hospiz;Station;Station;Stazione;Station;1980.0;2668583.0;1158215.0;46.571689;8.333256
92;1;COM;;Acquarossa / Comprovasco;Station;Station;Stazione;Station;575.0;2714985.0;1146451.0;46.459517;8.935486
93;1;LAE;;Lägern;Station;Station;Stazione;Station;845.0;2672251.0;1259460.0;47.481933;8.397222
94;1;HOE;;Hörnli;Station;Station;Stazione;Station;1133.0;2713517.0;1247756.0;47.370864;8.941644
95;1;PLF;;Plaffeien;Station;Station;Stazione;Station;1042.0;2586828.0;1177407.0;46.747717;7.266264
96;1;ROE;;Robièi;Station;Station;Stazione;Station;1898.0;2682588.0;1144091.0;46.443067;8.513389
97;1;PSI;;Würenlingen / PSI;Station;Station;Stazione;Station;334.0;2659356.0;1265381.0;47.536475;8.226944
103;1;BEP;;Belp;Station;Station;Stazione;Station;510.0;2605082.0;1195001.0;46.906094;7.505339
106;1;LOH;;Lohn, SH;Station;Station;Stazione;Station;585.0;2692911.0;1289775.0;47.751944;8.677636
118;1;STB;;Starkenbach;Station;Station;Stazione;Station;897.0;2737314.0;1227576.0;47.184867;9.250447
123;1;SNG;;Seengen;Station;Station;Stazione;Station;445.0;2656680.0;1242100.0;47.327328;8.18845
123;1;SNG;;Seengen;Station;Station;Stazione;Station;445.0;2656680.0;1242100.0;47.327328;8.18845
129;1;AFI;;Andelfingen;Station;Station;Stazione;Station;360.0;2692617.0;1273392.0;47.604669;8.670289
131;1;BIN;;Binn;Station;Station;Stazione;Station;1479.0;2657996.0;1135421.0;46.367661;8.192306
140;1;MAB;;Martigny;Station;Station;Stazione;Station;461.0;2570919.0;1106546.0;46.109789;7.062517
141;1;SIE;;Siebnen;Station;Station;Stazione;Station;452.0;2710822.0;1225538.0;47.171511;8.900483
143;1;MAR;;Les Marécottes;Station;Station;Stazione;Station;990.0;2567374.0;1107577.0;46.118903;7.016597
146;1;JON;;Jona;Station;Station;Stazione;Station;410.0;2706761.0;1231290.0;47.223908;8.848289
152;1;SAG;;Sattel, SZ;Station;Station;Stazione;Station;790.0;2691000.0;1215145.0;47.081064;8.636967
162;1;CHZ;;Cham;Station;Station;Stazione;Station;443.0;2677759.0;1226878.0;47.188278;8.464642
165;1;GTT;;Guttannen;Station;Station;Stazione;Station;1055.0;2665297.0;1167601.0;46.656444;8.291717
167;1;GAD;;Gadmen;Station;Station;Stazione;Station;1190.0;2669741.0;1176590.0;46.73685;8.351136
167;1;GAD;;Gadmen;Station;Station;Stazione;Station;1190.0;2669741.0;1176590.0;46.73685;8.351136
172;1;SUS;;Susch;Station;Station;Stazione;Station;1416.0;2802003.0;1181593.0;46.754883;10.083011
178;1;KAI;;Kaiserstuhl, AG;Station;Station;Stazione;Station;361.0;2673335.0;1269333.0;47.570603;8.413231
181;1;STC;;St. Chrischona;Station;Station;Stazione;Station;493.0;2618696.0;1269037.0;47.571767;7.687094
182;1;COY;;Courtelary;Station;Station;Stazione;Station;695.0;2573623.0;1225598.0;47.180811;7.090656
186;1;NEB;;Nesselboden;Station;Station;Stazione;Station;1055.0;2605295.0;1232697.0;47.245169;7.508581
192;1;WIN;;Winterthur / Seen;Station;Station;Stazione;Station;506.0;2699846.0;1259054.0;47.474672;8.763189
204;1;AVA;;Les Avants;Station;Station;Stazione;Station;1036.0;2561880.0;1145178.0;46.45685;6.942444
205;1;VEV;;Vevey / Corseaux;Station;Station;Stazione;Station;405.0;2552106.0;1146847.0;46.471239;6.815056
211;1;SAI;;Saignelégier;Station;Station;Stazione;Station;883.0;2565349.0;1234101.0;47.256906;6.980856
224;1;SAN;;St. Antönien;Station;Station;Stazione;Station;1456.0;2781635.0;1205103.0;46.972131;9.825917
229;1;COL;;Coldrerio;Station;Station;Stazione;Station;347.0;2721080.0;1079234.0;45.853914;8.997431
233;1;LTB;;Lauterbrunnen;Station;Station;Stazione;Station;815.0;2635851.0;1160291.0;46.592917;7.906464
239;1;LAP;;Laupen;Station;Station;Stazione;Station;483.0;2584905.0;1196204.0;46.916764;7.240475
240;1;WIT;;Wittnau;Station;Station;Stazione;Station;462.0;2639947.0;1258973.0;47.480311;7.968606
244;1;FLW;;Flawil;Station;Station;Stazione;Station;571.0;2733137.0;1252978.0;47.414142;9.202886
247;1;URN;;Urnäsch;Station;Station;Stazione;Station;825.0;2739206.0;1241761.0;47.312028;9.279797
255;1;HIW;;Hinwil;Station;Station;Stazione;Station;539.0;2703874.0;1240717.0;47.309147;8.812358
256;1;UST;;Uster;Station;Station;Stazione;Station;438.0;2694767.0;1245189.0;47.350736;8.692883
257;1;LEU;;Leukerbad;Station;Station;Stazione;Station;1286.0;2614083.0;1135090.0;46.367036;7.621639
266;1;KUE;;Küsnacht, ZH;Station;Station;Stazione;Station;413.0;2686703.0;1240572.0;47.310325;8.585281
268;1;BOU;;Bouveret;Station;Station;Stazione;Station;374.0;2555263.0;1138175.0;46.393447;6.857006
270;1;LSN;;Lausanne;Station;Station;Stazione;Station;601.0;2538976.0;1153256.0;46.527819;6.643267
272;1;COS;;Cossonay;Station;Station;Stazione;Station;590.0;2527563.0;1162466.0;46.609519;6.493083
273;1;TIT;;Titlis;Station;Station;Stazione;Station;3045.0;2675413.0;1180411.0;46.770608;8.425981
274;1;TRU;;Trun;Station;Station;Stazione;Station;834.0;2719986.0;1178224.0;46.744397;9.008842
280;1;VRI;;Vrin;Station;Station;Stazione;Station;1384.0;2727425.0;1168525.0;46.655797;9.103472
281;1;ZEV;;Zervreila;Station;Station;Stazione;Station;1738.0;2728781.0;1159993.0;46.578797;9.118797
290;1;CTO;;Torricella / Crana;Station;Station;Stazione;Station;1002.0;2712695.0;1103745.0;46.075808;8.895367
294;1;FRU;;Frutigen;Station;Station;Stazione;Station;756.0;2616773.0;1160884.0;46.599003;7.657542
297;1;ABE;;Aarberg;Station;Station;Stazione;Station;444.0;2588354.0;1211894.0;47.057969;7.28535
301;1;MOE;;Möhlin;Station;Station;Stazione;Station;343.0;2633054.0;1269147.0;47.572197;7.877911
308;1;MAH;;Mathod;Station;Station;Stazione;Station;435.0;2533458.0;1176568.0;46.736978;6.567983
309;1;CHB;;Les Charbonnières;Station;Station;Stazione;Station;1045.0;2513821.0;1169388.0;46.67015;6.312428
311;1;HUT;;Huttwil;Station;Station;Stazione;Station;633.0;2630261.0;1218189.0;47.114003;7.837364
316;1;BUE;;Bülach;Station;Station;Stazione;Station;403.0;2682029.0;1263775.0;47.519594;8.527731
317;1;MTE;;Mottec;Station;Station;Stazione;Station;1580.0;2614324.0;1110730.0;46.147897;7.624033
321;1;BRW;;Braunwald;Station;Station;Stazione;Station;1299.0;2717943.0;1199651.0;46.937469;8.98765
326;1;OBI;;Oberiberg;Station;Station;Stazione;Station;1075.0;2701842.0;1210464.0;47.037383;8.778656
331;1;PRE;;St-Prex;Station;Station;Stazione;Station;425.0;2523549.0;1148526.0;46.483683;6.443
332;1;LON;;Longirod;Station;Station;Stazione;Station;900.0;2509387.0;1150107.0;46.496139;6.258281
338;1;VLS;;Vals;Station;Station;Stazione;Station;1242.0;2734017.0;1165551.0;46.627758;9.188711
341;1;SAP;;Safien Platz;Station;Station;Stazione;Station;1296.0;2743557.0;1171437.0;46.678703;9.315078
342;1;STP;;Stöckalp;Station;Station;Stazione;Station;1070.0;2664321.0;1183550.0;46.8;8.281203
355;1;SAX;;Salez / Saxerriet;Station;Station;Stazione;Station;436.0;2755559.0;1233374.0;47.232961;9.493086
358;1;KIE;;Kiental;Station;Station;Stazione;Station;930.0;2622110.0;1159075.0;46.582575;7.727097
358;1;KIE;;Kiental;Station;Station;Stazione;Station;930.0;2622110.0;1159075.0;46.582575;7.727097
359;1;ARH;;Altenrhein;Station;Station;Stazione;Station;398.0;2760387.0;1261382.0;47.483631;9.56685
361;1;EGR;;Eggersriet;Station;Station;Stazione;Station;770.0;2753061.0;1256197.0;47.438753;9.467903
379;1;LAB;;Langenbruck;Station;Station;Stazione;Station;731.0;2624250.0;1244720.0;47.352886;7.759594
384;1;FIO;;Fionnay;Station;Station;Stazione;Station;1500.0;2589959.0;1097765.0;46.03135;7.308961
385;1;WEE;;Weesen;Station;Station;Stazione;Station;425.0;2724984.0;1221383.0;47.131619;9.086092
388;1;SIH;;Sihlbrugg;Station;Station;Stazione;Station;549.0;2686319.0;1230586.0;47.220561;8.578283
389;1;LGA;;Langnau am Albis;Station;Station;Stazione;Station;535.0;2682763.0;1238014.0;47.287825;8.532708
392;1;UEB;;Uetliberg;Station;Station;Stazione;Station;854.0;2679455.0;1245034.0;47.351364;8.490225
396;1;GOS;;Göschenen;Station;Station;Stazione;Station;950.0;2688477.0;1171926.0;46.692678;8.595364
404;1;ENT;;Entlebuch;Station;Station;Stazione;Station;768.0;2647936.0;1204165.0;46.986814;8.068747
405;1;AND;;Andeer;Station;Station;Stazione;Station;987.0;2752692.0;1164038.0;46.610139;9.431981
407;1;THS;;Thusis;Station;Station;Stazione;Station;672.0;2753156.0;1175089.0;46.709411;9.441711
409;1;BIV;;Bivio;Station;Station;Stazione;Station;1856.0;2771283.0;1148119.0;46.462494;9.668639
414;1;MTR;;Matro;Station;Station;Stazione;Station;2171.0;2714264.0;1140943.0;46.410103;8.924742
415;1;BIA;;Biasca;Station;Station;Stazione;Station;278.0;2718535.0;1132792.0;46.336053;8.978197
417;1;MAL;;Malbun;Station;Station;Stazione;Station;1610.0;2764703.0;1219184.0;47.103161;9.608608
419;1;BRP;;Brusio;Station;Station;Stazione;Station;856.0;2806479.0;1127184.0;46.264358;10.117231
423;1;SOG;;Soglio;Station;Station;Stazione;Station;1088.0;2761418.0;1134510.0;46.342567;9.535533
426;1;ESZ;;Eschenz;Station;Station;Stazione;Station;414.0;2707844.0;1278214.0;47.645703;8.873914
429;1;KIS;;Kiesen;Station;Station;Stazione;Station;535.0;2610256.0;1185527.0;46.820811;7.573036
432;1;MEV;;Mervelier;Station;Station;Stazione;Station;540.0;2603884.0;1243975.0;47.346619;7.490042
433;1;BEY;;Bellelay;Station;Station;Stazione;Station;923.0;2579603.0;1234881.0;47.264514;7.169133
436;1;COU;;Couvet;Station;Station;Stazione;Station;728.0;2540607.0;1198345.0;46.933542;6.658683
451;1;DOB;;Benken / Doggen;Station;Station;Stazione;Station;408.0;2715388.0;1227540.0;47.188733;8.961211
454;1;SCM;;Schmerikon;Station;Station;Stazione;Station;408.0;2713726.0;1231533.0;47.224933;8.9403
455;1;WAG;;Waldegg;Station;Station;Stazione;Station;545.0;2676762.0;1246211.0;47.362269;8.454789
456;1;DIT;;Dietikon;Station;Station;Stazione;Station;384.0;2672891.0;1251865.0;47.413558;8.404472
462;1;BRT;;Bristen;Station;Station;Stazione;Station;784.0;2696224.0;1180373.0;46.767578;8.698389
464;1;AEG;;Oberägeri;Station;Station;Stazione;Station;724.0;2688729.0;1220956.0;47.133636;8.608206
465;1;SVG;;Savognin;Station;Station;Stazione;Station;1172.0;2765388.0;1162663.0;46.594753;9.597142
468;1;LAT;;Bergün / Latsch;Station;Station;Stazione;Station;1408.0;2777274.0;1166618.0;46.627275;9.753706
472;1;BLZ;;Bellinzona;Station;Station;Stazione;Station;224.0;2720913.0;1116587.0;46.189886;9.004881
506;1;MOB;;Montagnier, Bagnes;Station;Station;Stazione;Station;839.0;2583491.0;1102189.0;46.071019;7.225272
510;1;ORS;;Orsières;Station;Station;Stazione;Station;929.0;2577021.0;1096695.0;46.021411;7.141919
516;1;BEX;;Bex;Station;Station;Stazione;Station;402.0;2565805.0;1121511.0;46.244167;6.995286
521;1;CDM;;Col des Mosses;Station;Station;Stazione;Station;1412.0;2573817.0;1137853.0;46.391525;7.098239
534;1;MMO;;Mormont;Station;Station;Stazione;Station;535.0;2569727.0;1254224.0;47.438111;7.037333
536;1;AIR;;Airolo;Station;Station;Stazione;Station;1139.0;2688910.0;1153417.0;46.526142;8.597444
540;1;FAI;;Faido;Station;Station;Stazione;Station;747.0;2704950.0;1148266.0;46.477486;8.805294
557;1;BOS;;Bosco/Gurin;Station;Station;Stazione;Station;1486.0;2680880.0;1130029.0;46.316789;8.488719
560;1;MSG;;Mosogno;Station;Station;Stazione;Station;775.0;2692799.0;1117054.0;46.198544;8.640861
571;1;SIM;;Simplon-Dorf;Station;Station;Stazione;Station;1465.0;2647683.0;1116340.0;46.196825;8.056336
606;1;BUF;;Buffalora;Station;Station;Stazione;Station;1971.0;2816494.0;1170255.0;46.648408;10.2672
612;1;MAT;;Martina;Station;Station;Stazione;Station;1041.0;2830465.0;1196986.0;46.884011;10.463031
630;1;ILZ;;Ilanz;Station;Station;Stazione;Station;698.0;2735686.0;1181965.0;46.775039;9.215353
636;1;ROT;;Rothenbrunnen;Station;Station;Stazione;Station;620.0;2751221.0;1181292.0;46.765636;9.418467
638;1;TST;;Tschiertschen;Station;Station;Stazione;Station;1273.0;2765539.0;1187679.0;46.819664;9.608142
641;1;KLA;;Klosters;Station;Station;Stazione;Station;1186.0;2786858.0;1193366.0;46.865153;9.889703
645;1;VAE;;Vättis;Station;Station;Stazione;Station;939.0;2752733.0;1197282.0;46.909078;9.4436
647;1;SUA;;Schaan;Station;Station;Stazione;Station;444.0;2755511.0;1228260.0;47.186989;9.490686
649;1;ALS;;Altstätten, SG;Station;Station;Stazione;Station;430.0;2759910.0;1250202.0;47.383225;9.556531
655;1;AMW;;Amriswil;Station;Station;Stazione;Station;420.0;2741797.0;1268304.0;47.550136;9.322475
665;1;APP;;Appenzell;Station;Station;Stazione;Station;750.0;2748013.0;1245040.0;47.339592;9.397314
666;1;BIZ;;Bischofszell / Sitterdorf;Station;Station;Stazione;Station;507.0;2737714.0;1263613.0;47.508828;9.266797
668;1;PFA;;Pfäffikon, ZH;Station;Station;Stazione;Station;537.0;2699401.0;1248165.0;47.376817;8.754864
669;1;OPF;;Opfikon;Station;Station;Stazione;Station;424.0;2684615.0;1254698.0;47.437633;8.560339
687;1;INN;;Innerthal;Station;Station;Stazione;Station;903.0;2712080.0;1218326.0;47.106439;8.915283
694;1;REM;;Rempen;Station;Station;Stazione;Station;650.0;2710611.0;1221850.0;47.138378;8.896797
695;1;LAC;;Lachen / Galgenen;Station;Station;Stazione;Station;468.0;2707638.0;1226334.0;47.179197;8.858686
700;1;GOA;;Göscheneralp;Station;Station;Stazione;Station;1745.0;2681253.0;1166804.0;46.647525;8.500025
711;1;FLU;;Flühli, LU;Station;Station;Stazione;Station;940.0;2644333.0;1193311.0;46.889436;8.020336
714;1;ZWK;;Zwillikon;Station;Station;Stazione;Station;461.0;2675139.0;1238165.0;47.290092;8.431958
723;1;KAS;;Kandersteg;Station;Station;Stazione;Station;1178.0;2618313.0;1149198.0;46.493842;7.677167
729;1;ZWE;;Zweisimmen;Station;Station;Stazione;Station;936.0;2595880.0;1155471.0;46.550511;7.384917
729;1;ZWE;;Zweisimmen;Station;Station;Stazione;Station;936.0;2595880.0;1155471.0;46.550511;7.384917
731;1;BOL;;Boltigen;Station;Station;Stazione;Station;820.0;2595831.0;1163587.0;46.623519;7.384206
738;1;THU;;Thun;Station;Station;Stazione;Station;570.0;2611201.0;1177640.0;46.749853;7.585222
743;1;GSG;;Gsteig, Gstaad;Station;Station;Stazione;Station;1196.0;2587686.0;1136142.0;46.376533;7.278592
746;1;VST;;La Valsainte;Station;Station;Stazione;Station;1044.0;2580090.0;1166314.0;46.647767;7.178561
748;1;MAS;;Marsens;Station;Station;Stazione;Station;715.0;2571758.0;1167317.0;46.656486;7.069669
749;1;ROM;;Romont;Station;Station;Stazione;Station;692.0;2561476.0;1172622.0;46.703694;6.934894
762;1;VIT;;Villars-Tiercelin;Station;Station;Stazione;Station;859.0;2544198.0;1163651.0;46.621778;6.710069
765;1;AUB;;L'Auberson;Station;Station;Stazione;Station;1096.0;2523852.0;1186296.0;46.82345;6.440692
771;1;MGL;;Magglingen;Station;Station;Stazione;Station;883.0;2583037.0;1221116.0;47.1408;7.215022
774;1;GRE;;Grenchen;Station;Station;Stazione;Station;428.0;2598219.0;1225350.0;47.179097;7.415144
779;1;AIE;;Affoltern i. E.;Station;Station;Stazione;Station;755.0;2622940.0;1212500.0;47.063125;7.740614
782;1;WHF;;Riedholz / Wallierhof;Station;Station;Stazione;Station;518.0;2609394.0;1231491.0;47.234278;7.562697
795;1;BAW;;Barmelweid;Station;Station;Stazione;Station;777.0;2640058.0;1252430.0;47.421456;7.969492
797;1;UNK;;Unterkulm;Station;Station;Stazione;Station;454.0;2650839.0;1241212.0;47.319819;8.111081
799;1;MUR;;Muri, AG;Station;Station;Stazione;Station;577.0;2667277.0;1235323.0;47.265381;8.327608
800;1;UBB;;Bözberg;Station;Station;Stazione;Station;536.0;2652250.0;1259223.0;47.481697;8.131847
803;1;OED;;Ehrendingen;Station;Station;Stazione;Station;428.0;2667833.0;1262320.0;47.508125;8.339047
806;1;BRI;;Brig;Station;Station;Stazione;Station;665.0;2640567.0;1129069.0;46.311794;7.965264
835;1;BEC;;Bernina / Curtinatsch;Station;Station;Stazione;Station;2090.0;2795796.0;1146486.0;46.441094;9.986886
842;1;MOA;;Mosen;Station;Station;Stazione;Station;453.0;2660129.0;1232852.0;47.243847;8.232831
843;1;CEV;;Cevio;Station;Station;Stazione;Station;417.0;2689688.0;1130564.0;46.320486;8.603161
844;1;CRM;;Cressier;Station;Station;Stazione;Station;430.0;2571163.0;1210798.0;47.047581;7.059147
847;1;CMA;;Crap Masegn;Station;Station;Stazione;Station;2468.0;2732824.0;1189378.0;46.842275;9.180042
848;1;GEN;;Monte Generoso;Station;Station;Stazione;Station;1600.0;2722503.0;1087455.0;45.927592;9.017875
849;1;BIE;;Bière;Station;Station;Stazione;Station;684.0;2515887.0;1153211.0;46.524908;6.342386
850;1;ORO;;Oron;Station;Station;Stazione;Station;828.0;2555505.0;1158053.0;46.572269;6.858239
852;1;BRL;;La Brévine;Station;Station;Stazione;Station;1050.0;2536981.0;1203975.0;46.983844;6.610297
853;1;BAN;;Bantiger;Station;Station;Stazione;Station;942.0;2606850.0;1202975.0;46.977806;7.528667
